-135.578726 -257.524890 -216.991933 -170.723602
-132.563352 -258.738830 -217.455787 -170.569176
-129.225674 -259.963098 -217.929655 -170.409571
-125.537678 -261.196694 -218.413800 -170.244524
-121.476839 -262.438572 -218.908486 -170.073754
-117.030860 -263.687635 -219.413987 -169.896963
-112.203479 -264.942751 -219.930580 -169.713829
-107.020526 -266.202752 -220.458546 -169.524008
-101.534621 -267.466441 -220.998173 -169.327133
-95.826342 -268.732601 -221.549753 -169.122807
-90.000000 90.000000 -222.113581 -168.910604
-84.173658 88.732601 -222.689958 -168.690068
-78.465379 87.466441 -223.279185 -168.460702
-72.979474 86.202752 -223.881569 -168.221975
-67.796521 84.942751 -224.497418 -167.973310
-62.969140 83.687635 -225.127041 -167.714084
-58.523161 82.438572 -225.770749 -167.443620
-54.462322 81.196694 -226.428850 -167.161184
-50.774326 79.963098 -227.101654 -166.865978
-47.436648 78.738830 -227.789468 -166.557132
-44.421274 77.524890 -228.492593 -166.233699
-41.698134 76.322224 -229.211329 -165.894642
-39.237367 75.131719 -229.945967 -165.538827
-37.010673 73.954203 -230.696790 -165.165008
-34.992020 72.790442 -231.464074 -164.771819
-33.157924 71.641141 -232.248082 -164.357754
-31.487469 70.506938 -233.049062 -163.921151
-29.962184 69.388409 -233.867248 -163.460176
-28.565837 68.286065 -234.702857 -162.972793
-27.284207 67.200356 -235.556084 -162.456742
-26.104854 66.131670 -236.427102 -161.909511
-25.016893 65.080336 -237.316057 -161.328293
-24.010799 64.046624 -238.223068 -160.709954
-23.078221 63.030752 -239.148222 -160.050978
-22.211831 62.032884 -240.091573 -159.347416
-21.405179 61.053135 -241.053135 -158.594821
-20.652584 60.091573 -242.032884 -157.788169
-19.949022 59.148222 -243.030752 -156.921779
-19.290046 58.223068 -244.046624 -155.989201
-18.671707 57.316057 -245.080336 -154.983107
-18.090489 56.427102 -246.131670 -153.895146
-17.543258 55.556084 -247.200356 -152.715793
-17.027207 54.702857 -248.286065 -151.434163
-16.539824 53.867248 -249.388409 -150.037816
-16.078849 53.049062 -250.506938 -148.512531
-15.642246 52.248082 -251.641141 -146.842076
-15.228181 51.464074 -252.790442 -145.007980
-14.834992 50.696790 -253.954203 -142.989327
-14.461173 49.945967 -255.131719 -140.762633
-14.105358 49.211329 -256.322224 -138.301866
-13.766301 48.492593 -257.524890 -135.578726
-13.442868 47.789468 -258.738830 -132.563352
-13.134022 47.101654 -259.963098 -129.225674
-12.838816 46.428850 -261.196694 -125.537678
-12.556380 45.770749 -262.438572 -121.476839
-12.285916 45.127041 -263.687635 -117.030860
-12.026690 44.497418 -264.942751 -112.203479
-11.778025 43.881569 -266.202752 -107.020526
-11.539298 43.279185 -267.466441 -101.534621
-11.309932 42.689958 -268.732601 -95.826342
-11.089396 42.113581 90.000000 -90.000000
-10.877193 41.549753 88.732601 -84.173658
-10.672867 40.998173 87.466441 -78.465379
-10.475992 40.458546 86.202752 -72.979474
-10.286171 39.930580 84.942751 -67.796521
-10.103037 39.413987 83.687635 -62.969140
-9.926246 38.908486 82.438572 -58.523161
-9.755476 38.413800 81.196694 -54.462322
-9.590429 37.929655 79.963098 -50.774326
-9.430824 37.455787 78.738830 -47.436648
-9.276398 36.991933 77.524890 -44.421274
-132.797402 -257.251774 -216.377836 -169.796026
-129.805571 -258.490779 -216.838809 -169.626802
-126.528855 -259.740789 -217.309900 -169.451935
-122.949215 -261.000749 -217.791381 -169.271141
-119.054604 -262.269545 -218.283528 -169.084118
-114.842389 -263.546013 -218.786625 -168.890542
-110.323137 -264.828948 -219.300961 -168.690068
-105.524111 -266.117101 -219.826831 -168.482324
-100.491477 -267.409198 -220.364537 -168.266916
-95.290081 -268.703937 -220.914383 -168.043416
-90.000000 90.000000 -221.476682 -167.811367
-84.709919 88.703937 -222.051749 -167.570277
-79.508523 87.409198 -222.639904 -167.319617
-74.475889 86.117101 -223.241471 -167.058814
-69.676863 84.828948 -223.856777 -166.787253
-65.157611 83.546013 -224.486150 -166.504267
-60.945396 82.269545 -225.129922 -166.209133
-57.050785 81.000749 -225.788424 -165.901070
-53.471145 79.740789 -226.461988 -165.579227
-50.194429 78.490779 -227.150943 -165.242681
-47.202598 77.251774 -227.855617 -164.890425
-44.474365 76.024774 -228.576334 -164.521362
-41.987212 74.810713 -229.313412 -164.134292
-39.718759 73.610460 -230.067162 -163.727903
-37.647621 72.424814 -230.837885 -163.300756
-35.753887 71.254508 -231.625875 -162.851269
-34.019350 70.100202 -232.431408 -162.377703
-32.427555 68.962489 -233.254749 -161.878140
-30.963757 67.841890 -234.096142 -161.350461
-29.614812 66.738860 -234.955814 -160.792323
-28.369046 65.653786 -235.833966 -160.201124
-27.216112 64.586994 -236.730775 -159.573975
-26.146841 63.538745 -237.646389 -158.907660
-25.153117 62.509245 -238.580922 -158.198591
-24.227745 61.498640 -239.534455 -157.442753
-23.364344 60.507028 -240.507028 -156.635656
-22.557247 59.534455 -241.498640 -155.772255
-21.801409 58.580922 -242.509245 -154.846883
-21.092340 57.646389 -243.538745 -153.853159
-20.426025 56.730775 -244.586994 -152.783888
-19.798876 55.833966 -245.653786 -151.630954
-19.207677 54.955814 -246.738860 -150.385188
-18.649539 54.096142 -247.841890 -149.036243
-18.121860 53.254749 -248.962489 -147.572445
-17.622297 52.431408 -250.100202 -145.980650
-17.148731 51.625875 -251.254508 -144.246113
-16.699244 50.837885 -252.424814 -142.352379
-16.272097 50.067162 -253.610460 -140.281241
-15.865708 49.313412 -254.810713 -138.012788
-15.478638 48.576334 -256.024774 -135.525635
-15.109575 47.855617 -257.251774 -132.797402
-14.757319 47.150943 -258.490779 -129.805571
-14.420773 46.461988 -259.740789 -126.528855
-14.098930 45.788424 -261.000749 -122.949215
-13.790867 45.129922 -262.269545 -119.054604
-13.495733 44.486150 -263.546013 -114.842389
-13.212747 43.856777 -264.828948 -110.323137
-12.941186 43.241471 -266.117101 -105.524111
-12.680383 42.639904 -267.409198 -100.491477
-12.429723 42.051749 -268.703937 -95.290081
-12.188633 41.476682 90.000000 -90.000000
-11.956584 40.914383 88.703937 -84.709919
-11.733084 40.364537 87.409198 -79.508523
-11.517676 39.826831 86.117101 -74.475889
-11.309932 39.300961 84.828948 -69.676863
-11.109458 38.786625 83.546013 -65.157611
-10.915882 38.283528 82.269545 -60.945396
-10.728859 37.791381 81.000749 -57.050785
-10.548065 37.309900 79.740789 -53.471145
-10.373198 36.838809 78.490779 -50.194429
-10.203974 36.377836 77.251774 -47.202598
-130.279863 -256.966644 -215.753887 -168.873825
