-135.215005 99.345768 146.180602 -170.452736
-108.024738 89.601896 142.088515 -170.311202
-68.251954 81.035808 133.024392 -170.600352
-43.179753 74.081914 129.704389 -166.041587
-27.317342 67.346013 124.826197 -161.648274
-18.105021 61.254234 118.782060 -156.431048
-14.307196 55.256529 110.791514 -151.373766
-13.448423 49.167445 101.088525 -138.709810
-13.462218 42.588762 91.049568 -113.042433
-9.173837 42.650179 82.372743 -73.577703
-7.448160 40.948806 74.960801 -44.110947
-120.845321 107.304416 150.855622 -166.018417
-97.415830 98.458257 141.836586 -162.494823
-73.758239 88.192887 138.244895 -162.634665
-56.743427 75.215747 134.646223 -160.125486
-40.743539 64.805499 130.818964 -152.179335
-30.559931 57.937266 123.946119 -143.649290
-26.519553 52.160484 114.113012 -134.959542
-26.112400 45.241321 107.319610 -122.726115
-21.515179 39.016968 99.977637 -101.348056
-15.791863 34.194985 89.909437 -76.356361
-14.819851 36.214826 76.919421 -58.937546
-114.114391 109.333668 152.500368 -155.620392
-99.607641 98.126358 151.767980 -154.660677
-81.894899 85.233008 144.650485 -154.060019
-65.290190 72.278654 142.615110 -152.967043
-51.278900 60.401517 139.002743 -143.238855
-41.201356 51.550660 128.298255 -134.902184
-35.427970 47.574736 NaN -126.063972
-34.817156 41.305528 110.694837 -115.618002
-27.013933 34.323035 99.841422 -101.839713
-21.666952 33.951837 87.382337 -84.330643
-17.522072 28.918325 73.959023 -67.228313
-109.665357 113.722181 154.672249 -153.644893
-97.939301 99.585699 153.887340 -153.105384
-84.710942 82.578733 152.968510 -145.543156
-71.170211 66.562609 152.059150 -143.278858
-58.976859 53.196765 142.978146 -139.872470
-49.577097 43.319175 134.680243 -127.668888
-46.304644 37.710815 125.544423 -120.581656
-39.982774 36.779101 115.462912 -110.665417
-32.373315 29.063950 102.027780 -99.873792
-32.453896 23.542979 85.206650 -86.806804
-26.751268 19.946880 68.497196 -73.272264
-107.508478 119.848566 164.805796 -151.001581
-98.137266 98.046023 161.347415 -142.124011
-87.438829 75.040767 161.657056 -139.406191
-75.004302 58.008400 158.840897 -135.299779
-63.782773 43.077258 150.305944 -131.118622
-56.635146 32.490340 142.646435 -124.203104
-50.646570 28.061658 134.109167 -114.512258
-43.725304 28.656280 122.287344 -108.490244
-37.125399 23.338571 101.721846 -99.813698
-31.918245 17.852160 77.878083 -89.192714
-34.634425 16.299488 60.566958 -76.973752
-98.852978 134.205532 171.738268 -147.148199
-89.284780 107.857450 169.067008 -142.261462
-80.294169 71.534387 169.395546 -133.459187
-72.756246 46.086939 164.831746 -130.234614
-66.407354 29.378270 160.174372 -125.400230
-60.532395 20.221338 155.195093 -119.089635
-54.002563 16.626200 149.615231 -110.838452
-47.534150 15.934924 139.641593 -100.708693
-40.886211 15.242584 112.407009 -90.303485
-41.109281 11.087900 75.102180 -81.754340
-39.162469 9.675590 47.257531 -73.739755
