0.335000 0.150000
0.335000 0.220000
0.335000 0.290000
0.335000 0.360000
0.335000 0.430000
0.335000 0.500000
0.335000 0.570000
0.335000 0.640000
0.335000 0.710000
0.335000 0.780000
0.335000 0.850000
0.405000 0.150000
0.405000 0.220000
0.405000 0.290000
0.405000 0.360000
0.405000 0.430000
0.405000 0.500000
0.405000 0.570000
0.405000 0.640000
0.405000 0.710000
0.405000 0.780000
0.405000 0.850000
0.475000 0.150000
0.475000 0.220000
0.475000 0.290000
0.475000 0.360000
0.475000 0.430000
0.475000 0.500000
0.475000 0.570000
0.475000 0.640000
0.475000 0.710000
0.475000 0.780000
0.475000 0.850000
0.545000 0.150000
0.545000 0.220000
0.545000 0.290000
0.545000 0.360000
0.545000 0.430000
0.545000 0.500000
0.545000 0.570000
0.545000 0.640000
0.545000 0.710000
0.545000 0.780000
0.545000 0.850000
0.615000 0.150000
0.615000 0.220000
0.615000 0.290000
0.615000 0.360000
0.615000 0.430000
0.615000 0.500000
0.615000 0.570000
0.615000 0.640000
0.615000 0.710000
0.615000 0.780000
0.615000 0.850000
0.685000 0.150000
0.685000 0.220000
0.685000 0.290000
0.685000 0.360000
0.685000 0.430000
0.685000 0.500000
0.685000 0.570000
0.685000 0.640000
0.685000 0.710000
0.685000 0.780000
0.685000 0.850000
